0.3018 & 0.3020 & 0.3020 & 0.3015 & 0.3021 & 0.3018
0.1136 & 0.1136 & 0.1136 & 0.1137 & 0.1128 & 0.1134
4.16 & 4.23 & 4.21 & 4.17 & 4.20 & 4.23
0.2518 & 0.2520 & 0.2516 & 0.2518 & 0.2517 & 0.2517
0.0657 & 0.0656 & 0.0655 & 0.0655 & 0.0651 & 0.0653
5.87 & 6.03 & 5.96 & 5.94 & 5.88 & 6.00
0.1820 & 0.1820 & 0.1820 & 0.1821 & 0.1820 & 0.1819
0.0245 & 0.0243 & 0.0245 & 0.0248 & 0.0246 & 0.0246
11.05 & 10.97 & 11.29 & 11.11 & 11.22 & 11.20
