17681,22471
40834,45956
67628,72713
94646,99853
115594,122521
140710,145646
163549,168357
186018,191357
209185,214406
233578,238630
256974,262145
280957,286390
304133,309079
326751,331665
345459,346334
349996,354659
371203,375680
392093,396893
411719,416329
432758,437642
452506,457501
471945,479472
492490,498939
