17999,22831
39480,44291
62768,66465
86267,90932
105748,112053
127326,131713
147071,152412
166227,171366
187626,192564
208873,213220
230389,234529
257217,261105
279970,284259
302210,307121
327765,331659
351658,356371
377864,382901
410149,415963
441744,447191
471080,478996
497828,504471
529571,534936
555032,559309
